"","Sentence","Interviewee","State","Region","Verb","Verbal_S","Type_of_Subject","Person","Number","Adjacency","Preceding_Segment","Following_Segment","ThirdSingular","Verbal_aspect","Aspect","Verb_Type","Verb2r","PersonNumber"
"154","Well, Cap'n, dat's 'bout all I know.","Walter Calloway","AL","Mountain","know","0","Pronoun","First","Singular","A","V","P","N","state","non-habitual","rest","know","First - Singular"
"155","I speck he had mo' 'ligion dan some of de hifalutin' niggers 'tendin' to preach nowadays.","Walter Calloway","AL","Mountain","spect","0","Pronoun","First","Singular","A","C","C","N","state","non-habitual","rest","spect","First - Singular"
"156","I sho' wants to git well ag'in pow'ful bad.","Walter Calloway","AL","Mountain","want","s","Pronoun","First","Singular","N","C","C","N","state","non-habitual","rest","want","First - Singular"
"157","but 'peers lake to me dey wuz corded beds","Alec Bostwick","GA","Lower Coast","appear","s","Null","Third","Singular","A","C","C","T","state","non-habitual","rest","appear","Third - Singular"
"158","I don't know whar dey come from","Alec Bostwick","GA","Lower Coast","come","0","Pronoun","First","Singular","A","V","C","N","state","non-habitual","rest","come","First - Singular"
"159","I dis'members my sister's name","Alec Bostwick","GA","Lower Coast","disremember","s","Pronoun","First","Singular","A","C","C","N","state","non-habitual","rest","disremember","First - Singular"
"160","I means dis","Alec Bostwick","GA","Lower Coast","mean","s","Pronoun","First","Singular","A","C","C","N","state","non-habitual","rest","mean","First - Singular"
"161","I 'members how good she looked","Alec Bostwick","GA","Lower Coast","remember","s","Pronoun","First","Singular","A","C","C","N","state","non-habitual","rest","remember","First - Singular"
"162","Who wants a gun over 'em lak a prisoner?","Alec Bostwick","GA","Lower Coast","want","s","NP","Third","Singular","A","C","V","T","state","non-habitual","rest","want","Third - Singular"
"163","I sho' wish dey would come.","Alec Bostwick","GA","Lower Coast","wish","0","Pronoun","First","Singular","N","S","C","N","state","non-habitual","rest","wish","First - Singular"
"164","I 'members de big quarters in de back o' his house","Amanda Jackson","GA","Lower Coast","remember","s","Pronoun","First","Singular","A","C","C","N","state","non-habitual","rest","remember","First - Singular"
"165","I 'members seeing my po' mother wash her clothes on Sundays many times","Amanda Jackson","GA","Lower Coast","remember","s","Pronoun","First","Singular","A","C","C","N","state","non-habitual","rest","remember","First - Singular"
"166","All de medicine I 'members is big blue mass pills an' salts dey would give you","Amanda Jackson","GA","Lower Coast","remember","s","Pronoun","First","Singular","A","C","V","N","state","non-habitual","rest","remember","First - Singular"
"167","I dis'members what was de name of de town whar I was borned, but it was in Hall Count","Anderson Furr","GA","Lower Coast","disremember","s","Pronoun","First","Singular","A","C","C","N","state","non-habitual","rest","disremember","First - Singular"
"168","I do declar'","Anderson Furr","GA","Lower Coast","do","0","Pronoun","First","Singular","A","irregular","C","N","aux","discourse","dhg","do","First - Singular"
"169","Does you hear me boy?","Anderson Furr","GA","Lower Coast","do","s","Pronoun","Second","Singular","A","irregular","C","N","aux","non-habitual","dhg","do","Second - Singular"
"170","I does 'member dat chillun had to live wid bags of assfiddy 'round deir necks to keep of ailments","Anderson Furr","GA","Lower Coast","do","s","Pronoun","First","Singular","A","irregular","C","N","aux","non-habitual","dhg","do","First - Singular"
"171","Put dat peach under your shirt 'til you gits in dis yard","Anderson Furr","GA","Lower Coast","get","s","Pronoun","Second","Singular","A","C","V","N","dynamic","non-habitual","rest","get","Second - Singular"
"172","what was sho' a heap diffunt from what chilluns thinks dey has got to have dese days 'fore dey kin have a good time.","Anderson Furr","GA","Lower Coast","have","s","Pronoun","Third","Plural","A","irregular","C","N","aux","non-habitual","dhg","have","Third - Plural"
"173","And I sho' hopes de iverment won't never fetch slavery back no more.","Anderson Furr","GA","Lower Coast","hope","s","Pronoun","First","Singular","N","C","C","N","state","non-habitual","rest","hope","First - Singular"
"174","I knows us lived in log houses what had great big chimblies made out of sticks and mud","Anderson Furr","GA","Lower Coast","know","s","Pronoun","First","Singular","A","V","V","N","state","non-habitual","rest","know","First - Singular"
"175","Seems lak I know for sho' dey didn't have none","Anderson Furr","GA","Lower Coast","know","0","Pronoun","First","Singular","A","V","C","N","state","non-habitual","rest","know","First - Singular"
"176","You knows I lak peaches.","Anderson Furr","GA","Lower Coast","know","s","Pronoun","Second","","A","V","V","N","state","non-habitual","rest","know","Second - "
"177","I done told you all I knows","Anderson Furr","GA","Lower Coast","know","s","Pronoun","First","Singular","A","V","P","N","state","non-habitual","rest","know","First - Singular"
"178","And if you leave disyard 'gain I'll buss your haid wide open","Anderson Furr","GA","Lower Coast","leave","0","Pronoun","Second","Singular","A","V","C","N","dynamic","non-habitual","rest","infrequent","Second - Singular"
"179","You knows I lak peaches.","Anderson Furr","GA","Lower Coast","like","0","Pronoun","First","Singular","A","C","C","N","state","non-habitual","rest","like","First - Singular"
"180","I say","Anderson Furr","GA","Lower Coast","say","0","Pronoun","First","Singular","A","irregular","P","N","dynamic","discourse","rest","say","First - Singular"
"181","Seems lak I know for sho' dey didn't have none","Anderson Furr","GA","Lower Coast","seem","s","Null","Third","Singular","A","C","C","T","state","non-habitual","rest","seem","Third - Singular"
"182","what was sho' a heap diffunt from what chilluns thinks dey has got to have dese days 'fore dey kin have a good time.","Anderson Furr","GA","Lower Coast","think","s","NP","Third","Plural","A","C","C","N","state","non-habitual","rest","think","Third - Plural"
"183","I thinks it was a good thing Mr. Lincoln and Mr. Davis did set us free","Anderson Furr","GA","Lower Coast","think","s","Pronoun","First","Singular","A","C","V","N","state","non-habitual","rest","think","First - Singular"
"184","I thinks evvybody ought to jine up in de church 'cause it's de Lord's will.","Anderson Furr","GA","Lower Coast","think","s","Pronoun","First","Singular","A","C","V","N","state","non-habitual","rest","think","First - Singular"
"185","Dat's why I can't git up de things you want to know 'bout","Anderson Furr","GA","Lower Coast","want","0","Pronoun","Second","","A","C","C","N","state","non-habitual","rest","want","Second - "
"186","pears like to me I been married mos' all of my life","Anna Parkes","GA","Lower Coast","appear","s","NP","Third","Singular","A","C","C","T","state","non-habitual","rest","appear","Third - Singular"
"187","I b'lieves dey calls it Foundry street whar de old church wuz","Anna Parkes","GA","Lower Coast","believe","s","Pronoun","First","Singular","A","C","C","N","state","non-habitual","rest","believe","First - Singular"
"188","I b'lieves dey calls it Foundry street whar de old church wuz","Anna Parkes","GA","Lower Coast","call","s","Pronoun","Third","Plural","A","C","V","N","dynamic","habitual","rest","call","Third - Plural"
"189","Things comes lots easier for 'em","Anna Parkes","GA","Lower Coast","come","s","NP","Third","Plural","A","C","C","N","dynamic","habitual","rest","come","Third - Plural"
"190","I gotter die fo' long and I sho' wants to be clean in de mouf and no stains or lies on my lips when I dies","Anna Parkes","GA","Lower Coast","die","s","Pronoun","First","Singular","A","V","P","N","dynamic","non-habitual","rest","die","First - Singular"
"191","I disremembers de res' of 'em.","Anna Parkes","GA","Lower Coast","disremember","s","Pronoun","First","Singular","A","C","C","N","state","non-habitual","rest","disremember","First - Singular"
"192","Dey flaps dey tails atter you done kilt 'em","Anna Parkes","GA","Lower Coast","flap","s","Pronoun","Third","Plural","A","C","C","N","dynamic","habitual","rest","infrequent","Third - Plural"
"193","I gotter die fo' long and I sho' wants to be clean in de mouf and no stains or lies on my lips when I dies","Anna Parkes","GA","Lower Coast","got","0","Pronoun","First","Singular","A","C","C","N","state","non-habitual","rest","got","First - Singular"
"194","Dey got lots better chances dan us had","Anna Parkes","GA","Lower Coast","got","0","Pronoun","Third","Plural","A","C","C","N","state","habitual","rest","got","Third - Plural"
"195","but dey don't pay no 'tention to nuffin but spendin' all dey got evvy day","Anna Parkes","GA","Lower Coast","got","0","Pronoun","Third","Plural","A","C","V","N","state","habitual","rest","got","Third - Plural"
"196","She has it looked atter","Anna Parkes","GA","Lower Coast","have","s","Pronoun","Third","Singular","A","irregular","V","T","dynamic","habitual","dhg","have","Third - Singular"
"197","Sometimes dey nigh knock de lid offen de fryin' pan","Anna Parkes","GA","Lower Coast","knock","0","Pronoun","Third","Plural","N","C","C","N","dynamic","habitual","rest","knock","Third - Plural"
"198","I knows I wuz fixed a heap better fo' de war","Anna Parkes","GA","Lower Coast","know","s","Pronoun","First","Singular","A","V","V","N","state","non-habitual","rest","know","First - Singular"
"199","I loves to set here whar I kin see dat my ole hen and little chickens don't git in no mischief","Anna Parkes","GA","Lower Coast","love","s","Pronoun","First","Singular","A","C","C","N","state","non-habitual","rest","love","First - Singular"
"200","She wuks and meks our livin","Anna Parkes","GA","Lower Coast","make","s","Pronoun","Third","Singular","N","C","V","T","dynamic","habitual","rest","make","Third - Singular"
"201","I means, Liza wuks for Mister Eddie Lumpkin's daughter","Anna Parkes","GA","Lower Coast","mean","s","Pronoun","First","Singular","A","C","C","N","state","non-habitual","rest","mean","First - Singular"
"202","He je's plays 'round my cheer all day and don't bother nuffin'","Anna Parkes","GA","Lower Coast","play","s","Pronoun","Third","Singular","N","V","C","T","dynamic","habitual","rest","infrequent","Third - Singular"
"203","Fust I 'members much ''bout is totin' de key basket 'round","Anna Parkes","GA","Lower Coast","remember","s","Pronoun","First","Singular","A","C","C","N","state","non-habitual","rest","remember","First - Singular"
"204","I 'members dat Ole Marster wuz mighty troubled 'bout his Negroes","Anna Parkes","GA","Lower Coast","remember","s","Pronoun","First","Singular","A","C","C","N","state","non-habitual","rest","remember","First - Singular"
"205","She takes keer of me","Anna Parkes","GA","Lower Coast","take","s","Pronoun","Third","Singular","A","C","C","T","dynamic","habitual","rest","take","Third - Singular"
"206","I gotter die fo' long and I sho' wants to be clean in de mouf and no stains or lies on my lips when I dies","Anna Parkes","GA","Lower Coast","want","s","Pronoun","First","Singular","N","C","C","N","state","non-habitual","rest","want","First - Singular"
"207","she wuks for a granddaughter of Ole Miss","Anna Parkes","GA","Lower Coast","work","s","Pronoun","Third","Singular","A","C","C","T","dynamic","habitual","rest","work","Third - Singular"
"208","I means, Liza wuks for Mister Eddie Lumpkin's daughter","Anna Parkes","GA","Lower Coast","work","s","NP","Third","Singular","A","C","C","T","dynamic","habitual","rest","work","Third - Singular"
"209","She wuks and meks our livin","Anna Parkes","GA","Lower Coast","work","s","Pronoun","Third","Singular","A","C","V","T","dynamic","habitual","rest","work","Third - Singular"
"210","lak what dey calls chipped beef now","Elisha Doc Garey","GA","Lower Coast","call","s","Pronoun","Third","Plural","A","C","C","N","dynamic","habitual","rest","call","Third - Plural"
"211","and I 'clare to goodness I never seedsich a pretty white lady.","Elisha Doc Garey","GA","Lower Coast","declare","0","Pronoun","First","Singular","A","C","C","N","dynamic","discourse","rest","declare","First - Singular"
"212","I hates to even think 'bout funerals now.","Elisha Doc Garey","GA","Lower Coast","hate","s","Pronoun","First","Singular","A","C","C","N","state","non-habitual","rest","hate","First - Singular"
"213","deed I'll tell you all I knows 'bout dem days ","Elisha Doc Garey","GA","Lower Coast","know","s","Pronoun","First","Singular","A","V","C","N","state","non-habitual","rest","know","First - Singular"
"214","and I knows I ain't never beenwhar so much good to eat was","Elisha Doc Garey","GA","Lower Coast","know","s","Pronoun","First","Singular","A","V","V","N","state","non-habitual","rest","know","First - Singular"
